video_id,video_title
UN2S5YuD-bg,[K씨씨대학교] OMG! 이제는 뿌리는 페인트의 시대라고? KCC 분체도료
zBUAyK43Z6I,[K씨씨대학교] 진공차단기용 세라믹  실례지만 누구신데? 대한민국 수출 효자!?
yMUZ24mTrQs,[K씨씨대학교] 우리집 아파트는 봄 웜톤일까? 겨울 쿨톤일까? 트렌디한 아파트 재도장 퍼스널컬러!
PDrD82Yn-18,[K씨씨대학교] 나와 지구를 지키는 아주 작은 선택! 친환경 마크 파헤치기
xipLXrMTT-k,[K씨씨대학교] 자동차 보수도료의 모든 것! 대한민국 명장 '김광식 명장' 특강 대방출! : KCC 수믹스(SUMIX)
CA3LNtPC8jg,[K씨씨대학교] 우리집 HOT플 만들기 솔루션 : KCC 단열재
lfBNz-7FBhk,[K씨씨대학교] 와장창 깨진 자존감도 단단해질 수 있을까요?
xR3rUC1Pl5U,[K씨씨대학교] 벌레 무늬 천장〰  알고보니 전 세계 통용 무늬?
MSVRJDKCiB4,[K씨씨대학교] DIY 페인팅?🎨 똥손인데 괜찮으시겠어요?!
YZ-PSD9XT4E,[K씨씨대학교] 웽~~🦟  지긋지긋한 모기와 헤어질 결심!!
