,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags,views_scaled,likes_scaled,update_diff,time_gap_minutes,view_per_minutes,vpm_scaled
0,iEHGHNnmbNo,[SUB][세계여행]🇨🇦EP.45 23시간 캐나다 레이오버를 하다.(What happened during the Canadian Layover for 23 hours.),19,265013,4055,0,,2020-03-25 02:55:33+00:00,1602176.81,839,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주', '캐나다', '토론토', 'toronto', 'canada', '쿠바', 'cuba', 'havana']",-0.3475702925532242,-0.6644264722633557,0.0,1621824.862161117,0.1634042036122596,-0.5831687371654694
1,GraqzpBqDrY,[SUB][세계여행]🇨🇺EP.46 인도 보다 강렬한 트래블러 촬영지 쿠바의 첫 인상 (First impression of Cuba  more intense than India.),19,349904,5048,0,,2020-03-27 12:00:14+00:00,1598752.13,952,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주', '쿠바', 'cuba', '하바나', 'havana']",-0.13886290355295006,-0.5513156395944868,57.07805555555556,1618400.1788277836,0.21620363404398377,-0.5767725628106896
2,lYpdR__KKKQ,[SUB][세계여행]🇨🇺EP.47 쿠바 사람들이 아침마다 2시간 씩 줄을 서는 이유? (Why do Cubans line up for two hours every morning?),19,240798,3669,0,,2020-03-30 12:00:20+00:00,1594432.03,610,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",-0.4071036874318525,-0.708395033602916,72.00166666666667,1614080.0788277835,0.14918590667129614,-0.5848911554854933
3,0Dz-EJlBaAQ,[SUB][세계여행]🇨🇺EP.48 트래블러 이제훈과 류준열도 다녀간 쿠바의 작은 해변 마을 '플라야 히론',19,245251,4103,0,,2020-04-02 12:00:00+00:00,1590112.37,917,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주', '쿠바', 'havana', '플라야히론', 'playagiron', '카리브해']",-0.39615583662059783,-0.6589588791434104,71.99444444444444,1609760.4121611167,0.1523524855917835,-0.5845075530352776
4,6I31_Z2axCI,[SUB][세계여행]🇨🇺EP.49 쿠바 현지인이 알려주는 밤 낚시 법(Night fishing methods taught by Cuban locals),19,149210,2751,0,,2020-04-07 12:00:02+00:00,1582912.34,814,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주', '쿠바', '하바나', 'havana', 'playagiron', '플라야히론']",-0.6322758769897221,-0.8129627520218704,120.00055555555555,1602560.3788277835,0.09310725634508814,-0.5916845777276325
5,8Qa68iBkOj0,[SUB][세계여행]🇨🇺EP.50 한국인과 쿠바인의 말할 수 없는 비밀(the unspeakable secrets of Koreans and Cubans),19,142150,2986,0,,2020-04-15 13:00:08+00:00,1571332.24,416,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주', '쿠바', 'cuba', 'playagiron']",-0.6496331253004021,-0.786194327372138,193.00166666666667,1590980.2788277834,0.08934743056949426,-0.5921400466788629
6,lEvpO-rkZPk,[SUB][세계여행]🇨🇺EP.51 애정하는 나의 도시 쿠바 안녕 (SEE YOU AGAIN MY CUBA),19,187971,3653,0,,2020-04-18 12:20:16+00:00,1567052.11,762,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주', '쿠바', '하바나', 'cuba', 'playagiron']",-0.5369806501100809,-0.7102175646428979,71.33555555555556,1586700.1454944501,0.11846661798938965,-0.5886125199937405
7,m7B6Ja2ajgc,내 인생 최고의 초호화 럭셔리 퍼스트 클래스 탑승기 - 특별판 〔1〕,19,967069,11496,0,,2021-08-01 10:30:07+00:00,890362.26,680,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",1.3784580813848428,0.18316436951816836,11278.164166666667,910010.29549445,1.062701163698975,-0.4742270287719258
8,7vrNee_KvM4,브라질에서 가장 핫한 삼바 클럽 방문 해보기 - 특별판 〔2〕,19,208339,3991,0,,2021-08-03 12:00:03+00:00,887392.33,788,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', '세계일주']",-0.4869052345871446,-0.6717165964232829,49.49888888888889,907040.3621611167,0.22969099137287668,-0.5751386912261774
9,ITprmT2Gv4s,세계 3대 축제 브라질 카니발 축제 방문기 - 특별판 〔3〕,19,161532,3354,0,,2021-08-08 10:00:06+00:00,880312.28,693,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",-0.6019818240599489,-0.7442761134525573,118.00083333333333,899960.3121611166,0.1794879149860572,-0.5812203407267654
10,_7xA-jRg9Eg,브라질의 관광지 물가와 로컬 물가 알아보기 - 특별판 〔4〕,19,149658,2825,0,,2021-08-09 10:00:13+00:00,878872.16,481,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",-0.631174453867458,-0.8045335459619547,24.001944444444444,898520.19549445,0.16656053002530916,-0.582786376713976
11,qDcrBLiUH5w,미국 최고의 휴양지  플로리다 마이애미 1박 2일 방문기 - 특별판 〔마지막 편〕,19,336164,5703,0,,2021-08-10 09:00:14+00:00,877492.15,617,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",-0.17264315734738958,-0.47670577514523294,23.00027777777778,897140.1788277833,0.3747062141829796,-0.5575714060943789
12,gSWOmXJrxts,차 없이 힘들다는 LA  대중교통으로 여행하기 - 미국 〔01〕,19,669281,12952,0,,2023-01-25 08:00:15+00:00,110032.13,1368,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.646336231534875,0.3490146941565099,12791.000277777777,129680.16216111666,5.161012978750557,0.02224645048692956
13,cVo2A5THhkk,내가 미국 한 달 여행을 혼자 캠핑카로 하는 이유 - 미국 〔02〕,19,773666,17601,0,,2023-01-30 08:00:14+00:00,102832.15,1179,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.9029702775561683,0.8785738694612143,119.99972222222222,122480.17882778333,6.3166628870442345,0.1622430043529798
14,kW9MDBx7PZU,처음 만난 미국 Z세대의 집에 초대 받은 날 - 미국 〔03〕,19,693274,13792,0,,2023-02-04 02:00:30+00:00,95991.89,1273,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.7053238319198813,0.444697573755553,114.00444444444445,115639.91216111666,5.99511005364729,0.12328978137570008
15,QHNm9xpG8KM,1 000억짜리 집이 있는 LA의 부촌과 악명 높은 슬럼가 가 보기 - 미국 〔04〕,19,545123,11181,0,,2023-02-08 08:00:10+00:00,89872.22,1182,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.3410895975749023,0.14728328966852716,101.99444444444444,109520.24549444999,4.977371969346293,0.0
16,6PI2msdhEq4,미국에서 가장 큰 월마트 vs 세계에서 가장 큰 한인마트 - 미국 〔05〕,19,654595,12652,0,,2023-02-13 08:00:06+00:00,82672.29,960,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.6102302048081545,0.31484223715685156,119.99888888888889,102320.31216111666,6.397507847408195,0.1720366414805966
17,4Jnd9RqxQjQ,나홀로 미국 캠핑카 한 달 살이 - 미국 〔06〕,19,673749,14026,0,,2023-02-18 04:27:31+00:00,75684.88,966,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.6573209603524554,0.47135209021528646,116.45694444444445,95332.89549444999,7.067329661032102,0.2531795074460434
18,bOoOASMKp1w,미국의 지구 밖 행성 개척지 프로젝트 - 미국 〔07〕,19,384558,9372,0,,2023-02-23 08:28:25+00:00,68243.98,1024,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",-0.05366487480531486,-0.058776626039412236,124.015,87891.99549444999,4.3753472410838965,-0.07292986110588
19,f1lgkB6bFp4,한국인 없는 미서부에서 캠핑카가 고장났을 때 미국인들의 놀라운 반응 - 미국 〔08〕,19,643551,14800,0,,2023-02-28 08:00:25+00:00,61071.98,1206,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.5830781580173401,0.5595170292744048,119.53333333333333,80719.99549444999,7.972634240846163,0.3628489847363178
20,OT9Dy9SuLYI,두 얼굴의 도시  라스베이거스 낮과 밤 즐기기 - 미국 〔09〕,19,644947,13828,0,,2023-03-06 08:00:08+00:00,52432.26,1215,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.5865102711393951,0.44879826859551203,143.99527777777777,72080.27882778333,8.947620770737158,0.4809598012309891
21,thyLPEiS9bw,인적 드문 미국 시골 마을의 유령 모텔 투숙기 - 미국 〔10〕,19,550564,12161,0,,2023-03-13 08:21:38+00:00,42330.77,1437,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.35446647973615014,0.25891331586741084,168.35833333333332,61978.77882778333,8.883104998403063,0.4731442978229407
22,MPWxoLPHDoU,공짜 없는 자본주의 미국의 무료 온천 가보기 - 미국 〔11〕,19,802312,13997,0,,2023-03-17 08:00:17+00:00,36592.12,912,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.9733974355034402,0.46804875270531954,95.64416666666666,56240.12882778333,14.265827919008034,1.1252125876159425
23,2zoKVg-S-Qk,미국 솔로 캠핑카 로드트립을 포기하는 이유 - 미국 〔12〕,19,543368,12330,0,,2023-03-22 08:05:11+00:00,29387.22,1021,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.33677487083478286,0.27816379997721835,120.08166666666666,49035.228827783336,11.081175982850272,0.7394207547041769
24,-p80Ot8ocAo,GTA 실사판 무법자들의 도시 샌프란시스코 - 미국 〔13〕,19,422166,9958,0,,2023-03-26 01:00:00+00:00,24052.4,1319,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.03879566265474933,0.007973573299920265,88.91361111111111,43700.41216111667,9.660458085464713,0.5673136068366453
25,_LkDzgNdI1I,실리콘밸리 구글 본사에 초대받아 가보기 - 미국 〔14〕,19,406386,9778,0,,2023-04-01 01:00:24+00:00,15412.01,1438,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",0.0,-0.0125299008998747,144.00666666666666,35060.01216111667,11.591153994256246,0.8011999870062093
26,bC7GN-Z-Evg,미국 24시간 휴게소에서 24시간 보내기 - 미국 〔15〕,19,389380,9888,0,,2023-04-06 08:00:16+00:00,7792.14,828,"['세계여행', '여행', 'travel', 'trip', 'worldtravel', 'hoilday', '세계일주']",-0.04180982503844532,0.0,126.99777777777778,27440.14549445,14.190157996019204,1.1160458595491467
