,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags
0,awRPredDpYA,-,-,-,-,-,-,-,-,-,-
1,1ExyK-D6Lh4,-,-,-,-,-,-,-,-,-,-
2,NNOUZ-ZYuTE,-,-,-,-,-,-,-,-,-,-
3,LUVSHfewAmk,-,-,-,-,-,-,-,-,-,-
4,k9KRmsSQ3gc,💰순자산 18억💰  30대에 은퇴한 파이어족의 고민 [무엇이든 물어보살]   KBS Joy 220103 방송,24,1731000,12217,0,NaN,2022-01-17T07:00:16Z,10711.89,814,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '파이어족']"
5,1Kb8m2ntczs,코시국이라 가고 싶어도 갈 수 없는 클럽  너무 가고 싶어요😢 [무엇이든 물어보살]   KBS Joy 220103 방송,24,254429,1914,0,NaN,2022-01-17T08:00:02Z,10710.9,809,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '제이블랙', '댄스', '클럽']"
6,fI9PWE7H-eA,자녀 계획 문제로 부딪히는 예비부부🤵👰  저희 결혼할 수 있을까요? [무엇이든 물어보살]   KBS Joy 220103 방송,24,688340,4288,0,NaN,2022-01-17T08:00:27Z,10710.89,843,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '결혼', '자녀', '딩크족', '다둥이']"
7,s5FVHotItbo,팩폭 아프다  😳 현실판 김주영 쌤의 취미는 아이돌 댄스와 랩⁉ [무엇이든 물어보살]   KBS Joy 220110 방송,24,119035,810,0,NaN,2022-01-24T07:00:10Z,10543.9,816,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '아이돌댄스', '댄스', '취미', '걸그룹', '아이돌']"
8,yUzNtWzK_YA,성덕 된 아기 프로파일러🧐💛 너무 기뻐서 눈물까지.. 뿌엥 [무엇이든 물어보살]   KBS Joy 220110 방송,24,752508,6610,0,NaN,2022-01-24T07:00:28Z,10543.89,802,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '프로파일러', '권일용']"
9,yT910wAJksg,해마 손상으로 인한 단기 기억 상실  매일매일 기억이 사라져요 [무엇이든 물어보살]   KBS Joy 220110 방송,24,6654497,59696,0,NaN,2022-01-24T08:00:32Z,10542.89,943,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '기억상실', '단기기억상실', '일기']"
10,hfJnlmQWkY8,"할머니와 캠핑 다니는 손녀 ""👵섭섭하지만 결혼은 해야 돼!"" [무엇이든 물어보살]   KBS Joy 220117 방송",24,186695,1617,0,NaN,2022-01-31T07:00:07Z,10375.9,580,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '캠핑', '손녀', '할머니']"
11,v2YOBk01c7s,왜 헤어진 지 모르겠어요.. 이별 후유증 앓고 있는 독일 남자 [무엇이든 물어보살]   KBS Joy 220117 방송,24,635047,9129,0,NaN,2022-01-31T07:00:14Z,10375.89,869,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '연애', '독일', '이별']"
12,A10Xfp_rtmI,아들 부부가 보육원에 보낸 손주  제가 데려와 키워도 될까요..? [무엇이든 물어보살]   KBS Joy 220117 방송,24,1356196,12032,0,NaN,2022-01-31T08:00:04Z,10374.9,789,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '가족', '아들']"
13,sw9Fs3fZ10g,대선배에게 털어놓는 여자 농구 후배들의 고민 한 보따리🏀  ㅇㅇ 해결해 줄게 [무엇이든 물어보살]   KBS Joy 220117 방송,24,397196,2646,0,NaN,2022-01-31T08:00:31Z,10374.89,973,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '농구', '김단비', '신지현']"
14,0dXkH1e2zhY,여친 만들려다 텅장 되기 직전인 남자가 알려주는 소개팅 앱의 세계🏛 [무엇이든 물어보살]   KBS Joy 220124 방송,24,1632692,9038,0,NaN,2022-02-07T07:00:01Z,10207.9,883,"['KBSN', '무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', '소개팅', '소개팅앱', '소개팅어플']"
15,6kGadgPaT4Q,24살 싱글대디  제가 입대하면 아이를 양육할 보호자가 없어요.. [무엇이든 물어보살]   KBS Joy 220124 방송,24,3133011,16637,0,NaN,2022-02-07T07:00:01Z,10207.9,609,"['KBSN', '무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', '싱글대디', '군입대']"
16,3zCeN1gwlGA,"""자연 곱슬머리 맞아요"" 사람들의 오지랖 때문에 고통 받는 두 남녀 [무엇이든 물어보살]   KBS Joy 220124 방송",24,447062,2932,0,NaN,2022-02-07T08:00:04Z,10206.9,770,"['KBSN', '무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', '곱슬머리']"
17,o_uHE-BNHnQ,대화  소비 패턴  식습관까지! 안 맞는 것 투성이😣 사사건건 부딪치는 부부의 결말은? [무엇이든 물어보살]   KBS Joy 220124 방송,24,656325,4274,0,NaN,2022-02-07T08:00:13Z,10206.89,995,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN']"
18,iQHYBqpkzfA,차 값만 도합 30억?! 차를 너무 사랑❤하는 카푸어남 [무엇이든 물어보살]   KBS Joy 220131 방송,24,693003,4274,0,NaN,2022-02-14T07:00:09Z,10039.9,759,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '카푸어', '자동차']"
19,VIrW9ODMuvI,매일 눈물로 지새우는 중국인 여친ㅠㅠ 어쩌면 좋죠? [무엇이든 물어보살]   KBS Joy 220131 방송,24,244436,1663,0,NaN,2022-02-14T07:00:12Z,10039.89,831,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '중국', '고향']"
20,tWakcDGie-s,6년 사귄 전 여친의 바람  그녀가 남기고 간 빚 1400만 원?!💸 [무엇이든 물어보살]   KBS Joy 220131 방송,24,341336,2122,0,NaN,2022-02-14T08:00:18Z,10038.89,766,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '전여친', '여자친구', '전여자친구', '빚', '대출']"
21,X-vTTYu-9G4,성공만 보고 달려온 과거  어머니에 대한 죄책감이 너무 커요... [무엇이든 물어보살]   KBS Joy 220131 방송,24,297137,2430,0,NaN,2022-02-14T08:00:22Z,10038.89,806,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '가족', '어머니']"
22,-hluPvqswjk,💩싸고 있네~ 보살 최초 실시간 이별한😢 고딩 커플 [무엇이든 물어보살]   KBS Joy 220207 방송,24,729749,5684,0,NaN,2022-02-21T07:00:01Z,9871.9,948,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN']"
23,DiO7Ug_Mau4,연애가 어려운 자만추 김용준 (feat. 이쁘지나 말지🎵) [무엇이든 물어보살]   KBS Joy 220207 방송,24,227475,2007,0,NaN,2022-02-21T07:00:02Z,9871.9,736,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN', '김용준', 'sg워너비']"
24,Z4zdX3X-Sa8,하소연하러 왔다가 된통 혼나고 간 사연남  아내의 가출 이유는? [무엇이든 물어보살]   KBS Joy 220207 방송,24,943104,5855,0,NaN,2022-02-21T08:00:07Z,9870.9,631,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN']"
25,kNAKvwAFDd0,사랑해서 결혼했는데 역겹다는 댓글까지..?사람들의 오해와 비난이 속상한 부부😭 [무엇이든 물어보살]   KBS Joy 220214 방송,24,727555,4000,0,NaN,2022-02-28T07:00:08Z,9703.9,592,['KBSN']
26,WfVOxOgduuE,"""안아 줘!""  ""뽀뽀해 줘!""😘 동성 친구들에게 인기 폭발인 남자의 고민 [무엇이든 물어보살]   KBS Joy 220214 방송",24,645477,5470,0,NaN,2022-02-28T07:00:14Z,9703.89,789,['KBSN']
27,mHGJVmrnzlk,여사친은 10명인데  왜 여친은 못 사귀는 걸까요? [무엇이든 물어보살]   KBS Joy 220214 방송,24,736138,4734,0,NaN,2022-02-28T08:00:28Z,9702.89,951,['KBSN']
28,JRXIRV81znk,염색도 네일도 남친한테 허락받아야 하는 22살?👱‍♀️💅 ''너도 너고  너도 너다..''  [무엇이든 물어보살]   KBS Joy 220221 방송,24,1605062,8859,0,NaN,2022-03-07T07:00:13Z,9535.89,844,['KBSN']
